objectId,Kumoti,requirement,sect,specialized,help_specialization,ACL,name,updatedAt,order,requirements,quality_1,value,quality_2,note,quality_3,quality_4,quality3,quality_5,quality_6,wta_camps,focus,shareable,page_number,exceptional,affinity_1,type,createdAt,affinity_2,faction,affinity_3,Ananasi,category
Fe0MHIE3ii,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Undead Vulnerability,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,3,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_flaws
FeNUPn5YFx,,Glass Walkers,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",CyberDogs,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,wta_camps
FhCd9WCWsO,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Dread,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),2,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,ctdbs_arts_affinities_links
FjJmwGkwNl,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Rara Avus,Tue Jan 14 2020 21:16:28 GMT-0500 (Eastern Standard Time),,,,,,Aggravted Claw & Peck(Bite) attacks; +3 Brawl and Dodge attacks; Flight at 6 steps; use custom tools,,,,,,,Strength: +4 Brawl & Dodge,,,,,Corax,Tue Jan 14 2020 21:16:28 GMT-0500 (Eastern Standard Time),,,,,wta_forms
FmaGh1uQxy,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Lore,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),0,,,,,,,,,,,,,,unknown,,,,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,skills
FnBLY6XhCp,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Pulse of Undeath,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,techniques
Fne3cgBXUU,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Free Spirit,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,archetype_2
Fo0SILz63j,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Obeah,Sun Jan 26 2020 15:30:50 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:16 GMT-0500 (Eastern Standard Time),,,,,disciplines
FoKNyeWJAI,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Thaumaturgy: Flesh of the Fiery Touch,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,3,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,rituals
FolcjqfT8z,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Melpominee,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,extra_in_clan_disciplines
FqeG1mFNTy,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Lucky,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,General,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,wta_merits
FrL9HmN40M,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Incendiary Ammunition,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,Ranged,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,wta_item_traits
FsoZO9fbKb,,Silver Fangs,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",The Sun Lodge,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,,wta_camps
FtdIKoPYUE,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Fianna,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,extra_affinity_links
FuBDD3WSpS,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Architect,Tue Jan 14 2020 21:16:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:10 GMT-0500 (Eastern Standard Time),,,,,archetypes_2
FuTpCyVzr9,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Influences: The Elite,Sun Jan 26 2020 15:30:12 GMT-0500 (Eastern Standard Time),0,,,,,,,,,,,,,,103,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,backgrounds
FuXvPxw7mJ,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Swallow Rage,Tue Jan 14 2020 21:16:30 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,Intelligence,,,No,Children of Gaia,Tribal,Tue Jan 14 2020 21:16:30 GMT-0500 (Eastern Standard Time),,,,,wta_gifts
G1UHEYoy2W,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Dominion,Sun Feb 15 2026 13:14:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Sabbat,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,titles
G3GUMNak4w,,,General,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Praised,Thu Feb 13 2020 22:50:14 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Fleeting,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,status_traits
G6mCSESpev,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Restorative,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,1,Talen,,Fetish,,,,,,,,,,,,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,,wta_fetish_traits
G9Fe3OdE9b,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Lord Commander,Sun Feb 15 2026 13:14:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Lasombra,Thu Feb 13 2020 22:47:26 GMT-0500 (Eastern Standard Time),,,,,titles
GAYDWbBQTI,,,,No,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Addiction (Sedatives),Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,,,,wta_flaws
GAiAKbxO65,,requires_specialization,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Custom,Sat Feb 14 2026 18:10:12 GMT-0500 (Eastern Standard Time),0,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:19 GMT-0500 (Eastern Standard Time),,,,,influence_underworld_specializations
GCGzkzUQGR,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Leader,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,archetype_2
GE8n1VHFWq,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Hardened,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,,,Armor,,,Talen,,,,,,,,,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,wta_item_traits
GFXYBOu6jO,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Entitlement,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,,ctdbs_merits
GGHVLbZtNn,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Magic Susceptibility,Tue Jan 14 2020 21:16:18 GMT-0500 (Eastern Standard Time),,,,2,,"Cannot spend Willpower to retest Thaumaturgy, Necromancy or other forms of magic.",,,,,,,,,,,,General,Tue Jan 14 2020 21:16:18 GMT-0500 (Eastern Standard Time),,,,,flaws
GGHcXhudzb,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Salubri: Healer,Sun Mar 01 2020 22:37:46 GMT-0500 (Eastern Standard Time),1,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:20 GMT-0500 (Eastern Standard Time),,,,,lore_specializations
GJuFNbHHFv,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Thanatosis,Sun Jan 26 2020 15:30:50 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:16 GMT-0500 (Eastern Standard Time),,,,,disciplines
GKG1CY9T2C,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Moloch's Heir,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,Baali,,3,,,,,,,,,,,47,,,,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,,,,merits
GLVgp50ZCC,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Curiosity,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_flaws
GMHFuiKePg,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",The Book of Thoth,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),8,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,vampiric_texts
GNPIUmHLAn,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Deadly,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,2,Talen,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:26 GMT-0500 (Eastern Standard Time),,,,,wta_fetish_traits
GNV6uF0iig,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Reflection of Endurance,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,techniques
GRHUGxQUEh,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Scent of the Prey,Tue Jan 14 2020 21:16:29 GMT-0500 (Eastern Standard Time),,,,3,,,,,,,,,Perception,,,Yes,Ragabash,General,Tue Jan 14 2020 21:16:29 GMT-0500 (Eastern Standard Time),Lupus,,,,wta_gifts
GSFA41YkoI,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Thaumaturgy: Severed Hand,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,4,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,rituals
GWE0nFYnQ4,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Scion of Death,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,GiovanniPremascine,,3,,,,,,,,,,,34,,,,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,,,,merits
GXsAVmSb0Q,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Personal Masquerade,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,,,1,,Appear alive and healthy. Can consume food and drink. Cannot be on a Path of Enlightenment.,,,,,,,,,,,,General,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,,,,merits
GYon0gH21V,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Malkavian: Ananke,Tue Aug 31 2021 02:28:48 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,clans
GbDNd7KM5S,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Executioner,Sun Feb 15 2026 13:14:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Independent Alliance,Thu Feb 13 2020 22:47:29 GMT-0500 (Eastern Standard Time),,,,,titles
GbdxefTBzQ,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Soldier,Sun Feb 15 2026 13:14:11 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Giovanni,Thu Feb 13 2020 22:47:27 GMT-0500 (Eastern Standard Time),,,,,titles
Gc0d4Jrbrg,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Enchanced Fae Mein,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,,ctdbs_merits
GcowvFumKi,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Banshee's Wail,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,techniques
GexwjnpTkk,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Dominate,Sun Jan 26 2020 15:30:50 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:16 GMT-0500 (Eastern Standard Time),,,,,disciplines
Ggxf7cwfMR,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Artist,Tue Jan 14 2020 21:16:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:10 GMT-0500 (Eastern Standard Time),,,,,archetypes
GhFLPV2nWv,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Malkavian: Ananke,Sun Mar 01 2020 22:37:46 GMT-0500 (Eastern Standard Time),1,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:20 GMT-0500 (Eastern Standard Time),,,,,lore_specializations
GlKTUNK4Va,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Vexing Hecklers,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,techniques
GndYocKpyG,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Haunted,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_flaws
Gr785G33VA,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Exquisite Taste,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,3,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:13 GMT-0500 (Eastern Standard Time),,,,,ctdbs_merits
GsTwXRr6sF,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Catholic churches,Sat Feb 14 2026 18:08:11 GMT-0500 (Eastern Standard Time),1,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:19 GMT-0500 (Eastern Standard Time),,,,,influence_elite_specializations
GscGTxYHzY,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Necromancy: Dark Assistant,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,,,,rituals
GszUGEwW1Y,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Brawl,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),0,,,,,,,,,,,,,,unknown,,,,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,skills
GtElenVMNL,,Silent Striders,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Harbingers,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,wta_camps
GuNyqJ0gxi,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Fire Dance,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Auctoritas,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,sabbat_rituals
Gw9iOO3QJF,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Caitiff,Tue Aug 31 2021 02:28:47 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,clans
Gz9zSRgGuJ,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Treasure Ineptitude,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,4,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_flaws
H0BdlZ7Ro3,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Necromancy: Din of the Damned,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:22 GMT-0500 (Eastern Standard Time),,,,,rituals
H0wioBcHOC,,requires_specialization,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Cursed,Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,requires_specialization,,1,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,,,,wta_flaws
H1QshOBsDN,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Icecraft,Tue Jan 14 2020 21:16:29 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,Intelligence,,,No,Wendigo,Tribal,Tue Jan 14 2020 21:16:29 GMT-0500 (Eastern Standard Time),,,,,wta_gifts
H5oBXKOTYW,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",The journals of Thomas Bremond,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),24,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:25 GMT-0500 (Eastern Standard Time),,,,,vampiric_texts
H9i4IXf43N,,Shadow Lords,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Aura of Confidence,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,,,,,,Tribal,Tue Jan 14 2020 21:16:31 GMT-0500 (Eastern Standard Time),,,,,wta_merits
H9xHyWOsNI,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Thaumaturgy,Sun Mar 01 2020 22:37:46 GMT-0500 (Eastern Standard Time),1,,,,,,,,,,,,,,,,,,Sun Mar 01 2020 22:37:46 GMT-0500 (Eastern Standard Time),,,,,lore_specializations
HBp7wk9YEF,,,Sabbat,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Cowardly,Thu Feb 13 2020 22:50:13 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,Negative,Tue Jan 14 2020 21:16:23 GMT-0500 (Eastern Standard Time),,,,,status_traits
HBvoXxkFoD,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Dementation: Lingering Malaise,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,elder_disciplines
HC6qcDdHnB,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Knights of the Tilted Windmills,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_kith_group_types
HCn82DGid9,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Glabro,Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,,,,,"Aggravated Claw attacks; +3 Dodge skill, +1 Brawl, Melee, Firearms; Use tools",,,,,,,Dexterity: +5 Dodge vs. +3 Dodge,,,,,Garou,Tue Jan 14 2020 21:16:27 GMT-0500 (Eastern Standard Time),,,,,wta_forms
HDCqFIpnQG,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Serpentis: Divine Image,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,elder_disciplines
HEUtpMtEs9,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Lilian,Tue Jan 14 2020 21:16:28 GMT-0500 (Eastern Standard Time),,,,,,"Aggravted Claw & bite attacks; +4 Brawl and Athletics attacks, +2 Dodge",,,,,,,Strength: +6 Brawl & Athletics,,,,,Ananasi,Tue Jan 14 2020 21:16:28 GMT-0500 (Eastern Standard Time),,,,,wta_forms
HF8DI9siJh,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Area studies,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),1,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,academics_specializations
HMNJvtyPQb,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Giovanni,Tue Aug 31 2021 02:28:48 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,clans
HMOCqCatEW,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Contacts,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_backgrounds
HMfUAG4fD4,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Harbinger of Grace,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:24 GMT-0500 (Eastern Standard Time),,,,,techniques
HOjxxkFEqV,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Pierce the Veil,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,RavnosBrahman,,3,,,,,,,,,,,51,,,,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,,,,merits
HPd24Zq6Gs,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Philodox,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,extra_affinity_links
HQEoS3G9Gi,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Animalism,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:17 GMT-0500 (Eastern Standard Time),,,,,extra_in_clan_disciplines
HQlALCidDJ,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Size,Tue Jan 14 2020 21:16:19 GMT-0500 (Eastern Standard Time),5,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:19 GMT-0500 (Eastern Standard Time),,,,,haven_specializations
HU4GSRZbcJ,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Illiterate,Tue Jan 14 2020 21:16:18 GMT-0500 (Eastern Standard Time),,,,1,,"Cannot purchase the Academics, Computer, or Science skills. ST may limit levels in Lore or Occult.",,,,,,,,,,,,General,Tue Jan 14 2020 21:16:18 GMT-0500 (Eastern Standard Time),,,,,flaws
HUKDhBSO3E,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Inspired Soul,Tue Jan 14 2020 21:16:14 GMT-0500 (Eastern Standard Time),,,,2,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:14 GMT-0500 (Eastern Standard Time),,,,,ctdbs_merits
HVFZQVgH3E,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Chimerical Notoriety,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,1,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:12 GMT-0500 (Eastern Standard Time),,,,,ctdbs_flaws
HWScjNDAZM,,requires_specialization,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Retainers,Sun Jan 26 2020 15:30:12 GMT-0500 (Eastern Standard Time),0,,,,,,,,,,,,,,104,,,,Tue Jan 14 2020 21:16:11 GMT-0500 (Eastern Standard Time),,,,,backgrounds
HYduH183J7,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Flower of Kupala,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,TzimisceCarpathians,,2,,,,,,,,,,,43,,,,Tue Jan 14 2020 21:16:21 GMT-0500 (Eastern Standard Time),,,,,merits
HZNuUN9WOp,,,,,,"{""*"":{""read"":true},""role:Administrator"":{""read"":true,""write"":true}}",Artist,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,,,,,,Tue Jan 14 2020 21:16:09 GMT-0500 (Eastern Standard Time),,,,,archetype_2
